Index,ItemID,OriginalName,Name,Chassis,Tonnage,Class,Type
774,775,whm-iic-bl,WHM-IIC-BL,WHM-IIC,80,ASSAULT,HERO
775,776,jvn-11f,JVN-11F,JVN,30,LIGHT,NORMAL
776,777,rfl-8d,RFL-8D,RFL,60,HEAVY,NORMAL
777,778,whm-4l,WHM-4L,WHM,70,HEAVY,NORMAL
778,779,ntg-h,NTG-H,NTG,75,HEAVY,NORMAL
779,780,mad-iic2,MAD-IIC-2,MAD-IIC,85,ASSAULT,NORMAL
780,781,whm-iic-a,WHM-IIC-A,WHM-IIC,80,ASSAULT,NORMAL
781,782,cor-5rs,COR-5R,COR,95,ASSAULT,NORMAL
782,783,cor-5r,COR-5R,COR,95,ASSAULT,NORMAL
783,784,cor-6r,COR-6R,COR,95,ASSAULT,NORMAL
784,785,cor-7a,COR-7A,COR,95,ASSAULT,NORMAL
785,786,cor-5t,COR-5T,COR,95,ASSAULT,NORMAL
786,787,cor-7r,COR-7R,COR,95,ASSAULT,NORMAL
787,788,cor-ra,COR-RA,COR,95,ASSAULT,HERO
788,789,cor-br,COR-BR,COR,95,ASSAULT,HERO
789,790,mad-4as,MAD-4A,MAD2,100,ASSAULT,NORMAL
790,791,mad-4a,MAD-4A,MAD2,100,ASSAULT,NORMAL
791,792,mad-4hp,MAD-4HP,MAD2,100,ASSAULT,NORMAL
792,793,mad-5a,MAD-5A,MAD2,100,ASSAULT,NORMAL
793,794,mad-4l,MAD-4L,MAD2,100,ASSAULT,NORMAL
794,795,mad-6s,MAD-6S,MAD2,100,ASSAULT,NORMAL
795,796,mad-al,MAD-AL,MAD2,100,ASSAULT,HERO
796,797,rfl-iics,RFL-IIC,RFL-IIC,65,HEAVY,NORMAL
797,798,rfl-iic,RFL-IIC,RFL-IIC,65,HEAVY,NORMAL
798,799,rfl-iic-2,RFL-IIC-2,RFL-IIC,65,HEAVY,NORMAL
799,800,rfl-iic-3,RFL-IIC-3,RFL-IIC,65,HEAVY,NORMAL
800,801,rfl-iic-4,RFL-IIC-4,RFL-IIC,65,HEAVY,NORMAL
801,802,rfl-iic-a,RFL-IIC-A,RFL-IIC,65,HEAVY,NORMAL
802,803,rfl-iic-ch,RFL-IIC-CH,RFL-IIC,65,HEAVY,HERO
803,804,cplt-c2s,CPLT-C2,CPLT,65,HEAVY,NORMAL
804,805,whm-9ds,WHM-9D,WHM,70,HEAVY,NORMAL
805,806,mad-9ms,MAD-9M,MAD,75,HEAVY,NORMAL
806,807,kgc-001s,KGC-001,KGC,100,ASSAULT,NORMAL
807,808,dv-6ms,DV-6M,DV,55,MEDIUM,NORMAL
808,809,dv-6m,DV-6M,DV,55,MEDIUM,NORMAL
809,810,dv-7d,DV-7D,DV,55,MEDIUM,NORMAL
810,811,dv-8d,DV-8D,DV,55,MEDIUM,NORMAL
811,812,dv-6mr,DV-6MR,DV,55,MEDIUM,NORMAL
812,813,dv-7p,DV-7P,DV,55,MEDIUM,NORMAL
813,814,dv-fr,DV-FR,DV,55,MEDIUM,HERO
814,815,cplt-c2,CPLT-C2,CPLT,65,HEAVY,NORMAL
815,816,whm-9d,WHM-9D,WHM,70,HEAVY,NORMAL
816,817,mad-9m,MAD-9M,MAD,75,HEAVY,NORMAL
817,818,kgc-001,KGC-001,KGC,100,ASSAULT,NORMAL
818,819,lct-1vs,LCT-1V,LCT,20,LIGHT,NORMAL
819,820,shd-2hs,SHD-2H,SHD,55,MEDIUM,NORMAL
820,821,tdr-5sspec,TDR-5SS,TDR,65,HEAVY,NORMAL
821,822,blr-1gs,BLR-1G,BLR,85,ASSAULT,NORMAL
822,823,grf-1ns,GRF-1N,GRF,55,MEDIUM,NORMAL
823,824,wvr-6rs,WVR-6R,WVR,55,MEDIUM,NORMAL
824,825,um-r60ls,UM-R60L,UM,30,LIGHT,NORMAL
825,826,pxh-1ks,PXH-1K,PXH,45,MEDIUM,NORMAL
826,827,tdr-10ses,TDR-10SE,TDR,65,HEAVY,NORMAL
827,828,drg-1gs,DRG-1G,DRG,60,HEAVY,NORMAL
828,829,tdr-10se,TDR-10SE,TDR,65,HEAVY,NORMAL
829,830,drg-1g,DRG-1G,DRG,60,HEAVY,NORMAL
830,831,tbr-bhs,TBR-BH,TBR,75,HEAVY,NORMAL
831,832,dwf-cs,DWF-C,DWF,100,ASSAULT,NORMAL
832,833,tbr-bh,TBR-BH,TBR,75,HEAVY,NORMAL
833,834,dwf-c,DWF-C,DWF,100,ASSAULT,NORMAL
834,835,pxh-7s,PXH-7S,PXH,45,MEDIUM,NORMAL
835,836,pxh-7ss,PXH-7S,PXH,45,MEDIUM,NORMAL
836,837,stk-7d,STK-7D,STK,85,ASSAULT,NORMAL
837,838,stk-7ds,STK-7D,STK,85,ASSAULT,NORMAL
838,839,um-r80,UM-R80,UM,30,LIGHT,NORMAL
839,840,um-r80l,UM-R80,UM,30,LIGHT,NORMAL
840,841,vpr-f,VPR-F,VPR,40,MEDIUM,NORMAL
841,842,vpr-fl,VPR-F,VPR,40,MEDIUM,NORMAL
842,843,as7-k3,AS7-K3,AS7,100,ASSAULT,NORMAL
843,844,as7-k3l,AS7-K3,AS7,100,ASSAULT,NORMAL
844,845,ntg-dcs,NTG-D,NTG,75,HEAVY,NORMAL
845,846,rgh-blt,RGH-BLT,RGH,65,HEAVY,HERO
846,847,sns-amb,SNS-AMB,SNS,70,HEAVY,HERO
847,848,mal-2ps,MAL-2P,MAL,90,ASSAULT,NORMAL
848,849,mad-iic-as,MAD-IIC-A,MAD-IIC,85,ASSAULT,NORMAL
849,850,bas-e,BAS-E,BAS,90,ASSAULT,NORMAL
850,851,bas-es,BAS-E,BAS,90,ASSAULT,NORMAL
851,852,shc-d,SHC-D,SHC,45,MEDIUM,NORMAL
852,853,shc-ds,SHC-D,SHC,45,MEDIUM,NORMAL
853,854,inc-5c,INC-5,INC,30,LIGHT,NORMAL
854,855,kfx-dc,KFX-D,KFX,30,LIGHT,NORMAL
855,856,fle-17c,FLE-17,FLE,20,LIGHT,NORMAL
856,857,jvn-11ac,JVN-11A,JVN,30,LIGHT,NORMAL
857,858,hmn-primec,HMN-PRIME,HMN,50,MEDIUM,NORMAL
858,859,vgl-2c,VGL-2,VGL,55,MEDIUM,NORMAL
859,860,dv-7dc,DV-7D,DV,55,MEDIUM,NORMAL
860,861,vl-5tc,VL-5T,VL,40,MEDIUM,NORMAL
861,862,lbk-hc,LBK-H,LBK,65,HEAVY,NORMAL
862,863,smn-dc,SMN-D,SMN,70,HEAVY,NORMAL
863,864,arc-2rc,ARC-2R,ARC,70,HEAVY,NORMAL
864,865,mad-9mc,MAD-9M,MAD,75,HEAVY,NORMAL
865,866,bas-ac,BAS-A,BAS,90,ASSAULT,NORMAL
866,867,mad-iicc,MAD-IIC,MAD-IIC,85,ASSAULT,NORMAL
867,868,anh-1ac,ANH-1A,ANH,100,ASSAULT,NORMAL
868,869,cp-10-qc,CP-10-Q,CP,90,ASSAULT,NORMAL
869,870,as7-d-dcp,AS7-D-DC,AS7,100,ASSAULT,NORMAL
870,871,cplt-k2p,CPLT-K2,CPLT,65,HEAVY,NORMAL
871,872,hbk-4pp,HBK-4P,HBK,50,MEDIUM,NORMAL
872,873,jr7-fp,JR7-F,JR7,35,LIGHT,NORMAL
873,874,jr7-iic-ap,JR7-IIC-A,JR7-IIC,35,LIGHT,NORMAL
874,875,hbk-iic-bp,HBK-IIC-B,HBK-IIC,50,MEDIUM,NORMAL
875,876,on1-iic-ap,ON1-IIC-A,ON1-IIC,75,HEAVY,NORMAL
876,877,hgn-iic-bp,HGN-IIC-B,HGN-IIC,90,ASSAULT,NORMAL
877,878,kfx-p,KFX-P,KFX,30,LIGHT,NORMAL
878,879,kfx-ps,KFX-P,KFX,30,LIGHT,NORMAL
879,880,smn-g,SMN-G,SMN,70,HEAVY,NORMAL
880,881,smn-gs,SMN-G,SMN,70,HEAVY,NORMAL
881,882,uzl-6pp,UZL-6P,UZL,50,MEDIUM,NORMAL
882,883,ctf-4xp,CTF-4X,CTF,70,HEAVY,NORMAL
883,884,qkd-5kp,QKD-5K,QKD,60,HEAVY,NORMAL
884,885,wlf-1ap,WLF-1A,WLF,35,LIGHT,NORMAL
885,886,crb-27slp,CRB-27SL,CRB,50,MEDIUM,NORMAL
886,887,bl-6b-kntp,BL-6B-KNT,BL-KNT,75,HEAVY,NORMAL
887,888,mal-mx90p,MAL-MX90,MAL,90,ASSAULT,NORMAL
888,889,cou-hp,COU-H,COU,35,LIGHT,NORMAL
889,890,acw-ap,ACW-A,ACW,40,MEDIUM,NORMAL
890,891,nct-bp,NCT-B,NCT,70,HEAVY,NORMAL
891,892,mcii-bp,MCII-B,MCII,90,ASSAULT,NORMAL
892,893,crd-3rs,CRD-3R,CRD,65,HEAVY,NORMAL
893,894,crd-3r,CRD-3R,CRD,65,HEAVY,NORMAL
894,895,crd-5k,CRD-5K,CRD,65,HEAVY,NORMAL
895,896,crd-5m,CRD-5M,CRD,65,HEAVY,NORMAL
896,897,crd-6t,CRD-6T,CRD,65,HEAVY,NORMAL
897,898,crd-7l,CRD-7L,CRD,65,HEAVY,NORMAL
898,899,crd-cr,CRD-CR,CRD,65,HEAVY,HERO
899,900,sdr-5dp,SDR-5D,SDR,30,LIGHT,NORMAL
900,901,cda-3mp,CDA-3M,CDA,40,MEDIUM,NORMAL
901,902,jm6-ddp,JM6-DD,JM6,65,HEAVY,NORMAL
902,903,kgc-000p,KGC-000,KGC,100,ASSAULT,NORMAL
903,904,inc-4p,INC-4,INC,30,LIGHT,NORMAL
904,905,vgl-3p,VGL-3,VGL,55,MEDIUM,NORMAL
905,906,hlf-ap,HLF-A,HLF,60,HEAVY,NORMAL
906,907,kdk-3p,KDK-3,KDK,100,ASSAULT,NORMAL
907,908,pnt-9rp,PNT-9R,PNT,35,LIGHT,NORMAL
908,909,bsw-x2p,BSW-X2,BSW,55,MEDIUM,NORMAL
909,910,ghr-5pp,GHR-5P,GHR,70,HEAVY,NORMAL
910,911,anh-1xp,ANH-1X,ANH,100,ASSAULT,NORMAL
911,912,mlx-gp,MLX-G,MLX,25,LIGHT,NORMAL
912,913,scr-bp,SCR-B,SCR,55,MEDIUM,NORMAL
913,914,hbr-bp,HBR-B,HBR,65,HEAVY,NORMAL
914,915,gar-ep,GAR-E,GAR,80,ASSAULT,NORMAL
915,916,com-1bp,COM-1B,COM,25,LIGHT,NORMAL
916,917,cn9-dp,CN9-D,CN9,50,MEDIUM,NORMAL
917,918,on1-kp,ON1-K,ON1,75,HEAVY,NORMAL
918,919,mad-6sp,MAD-6S,MAD2,100,ASSAULT,NORMAL
919,920,adr-ap,ADR-A,ADR,35,LIGHT,NORMAL
920,921,shc-bp,SHC-B,SHC,45,MEDIUM,NORMAL
921,922,tbr-sp,TBR-S,TBR,75,HEAVY,NORMAL
922,923,snv-bp,SNV-B,SNV,90,ASSAULT,NORMAL
923,924,whm-7sp,WHM-7S,WHM,70,HEAVY,NORMAL
924,925,mad-5mp,MAD-5M,MAD,75,HEAVY,NORMAL
925,926,rfl-5dp,RFL-5D,RFL,60,HEAVY,NORMAL
926,927,arc-5wp,ARC-5W,ARC,70,HEAVY,NORMAL
927,928,whm-iic-ap,WHM-IIC-A,WHM-IIC,80,ASSAULT,NORMAL
928,929,mad-iic-dp,MAD-IIC-D,MAD-IIC,85,ASSAULT,NORMAL
929,930,rfl-iic-2p,RFL-IIC-2,RFL-IIC,65,HEAVY,NORMAL
930,931,mdd-cp,MDD-C,MDD,60,HEAVY,NORMAL
931,932,rvn-2xp,RVN-2X,RVN,35,LIGHT,NORMAL
932,933,bj-3p,BJ-3,BJ,45,MEDIUM,NORMAL
933,934,tns-5sp,TNS-5S,TNS,75,HEAVY,NORMAL
934,935,fnr-5bp,FNR-5B,FNR,100,ASSAULT,NORMAL
935,936,pir-2p,PIR-2,PIR,20,LIGHT,NORMAL
936,937,ifr-pp,IFR-P,IFR,45,MEDIUM,NORMAL
937,938,ebj-ap,EBJ-A,EBJ,65,HEAVY,NORMAL
938,939,bas-bp,BAS-B,BAS,90,ASSAULT,NORMAL
939,940,tbt-7kp,TBT-7K,TBT,50,MEDIUM,NORMAL
940,941,asn-27p,ASN-27,ASN,40,MEDIUM,NORMAL
941,942,hsn-8pp,HSN-8P,HSN,45,MEDIUM,NORMAL
942,943,stk-5mp,STK-5M,STK,85,ASSAULT,NORMAL
943,944,ach-ep,ACH-E,ACH,30,LIGHT,NORMAL
944,945,bkl-dp,BKL-D,BKL,55,MEDIUM,NORMAL
945,946,ntg-cp,NTG-C,NTG,75,HEAVY,NORMAL
946,947,whk-bp,WHK-B,WHK,85,ASSAULT,NORMAL
947,948,um-r60p,UM-R60,UM,30,LIGHT,NORMAL
948,949,enf-4pp,ENF-4P,ENF,50,MEDIUM,NORMAL
949,950,drg-1cp,DRG-1C,DRG,60,HEAVY,NORMAL
950,951,cp-11-pp,CP-11-P,CP,90,ASSAULT,NORMAL
951,952,pxh-1bp,PXH-1B,PXH,45,MEDIUM,NORMAL
952,953,crd-6tp,CRD-6T,CRD,65,HEAVY,NORMAL
953,954,rgh-3ap,RGH-3A,RGH,65,HEAVY,NORMAL
954,955,cor-7ap,COR-7A,COR,95,ASSAULT,NORMAL
955,956,kfx-dp,KFX-D,KFX,30,LIGHT,NORMAL
956,957,vpr-bp,VPR-B,VPR,40,MEDIUM,NORMAL
957,958,lbk-dp,LBK-D,LBK,65,HEAVY,NORMAL
958,959,exe-ap,EXE-A,EXE,95,ASSAULT,NORMAL
959,960,hmn-pp,HMN-P,HMN,50,MEDIUM,NORMAL
960,961,sns-dp,SNS-D,SNS,70,HEAVY,NORMAL
961,962,hct-3f,HCT-3F,HCT,45,MEDIUM,NORMAL
962,963,hct-5s,HCT-5S,HCT,45,MEDIUM,NORMAL
963,964,hct-6d,HCT-6D,HCT,45,MEDIUM,NORMAL
964,965,hct-5k,HCT-5K,HCT,45,MEDIUM,NORMAL
965,966,hct-7r,HCT-7R,HCT,45,MEDIUM,NORMAL
966,967,hct-tm,HCT-TM,HCT,45,MEDIUM,HERO
967,968,lct-3sp,LCT-3S,LCT,20,LIGHT,NORMAL
968,969,shd-2kp,SHD-2K,SHD,55,MEDIUM,NORMAL
969,970,tdr-9sp,TDR-9S,TDR,65,HEAVY,NORMAL
970,971,blr-3mp,BLR-3M,BLR,85,ASSAULT,NORMAL
971,972,wvr-7kp,WVR-7K,WVR,55,MEDIUM,NORMAL
972,973,grf-2np,GRF-2N,GRF,55,MEDIUM,NORMAL
973,974,nva-ap,NVA-A,NVA,50,MEDIUM,NORMAL
974,975,smn-bp,SMN-B,SMN,70,HEAVY,NORMAL
975,976,dwf-ap,DWF-A,DWF,100,ASSAULT,NORMAL
976,977,stk-5scs,STK-5S,STK,85,ASSAULT,NORMAL
977,978,on1-iic-cs,ON1-IIC-C,ON1-IIC,75,HEAVY,NORMAL
978,979,bnc-3es,BNC-3E,BNC,95,ASSAULT,NORMAL
979,980,fnr-jlgd,FNR-J,FNR,100,ASSAULT,LGD
980,981,fs9-ap,FS9-A,FS9,35,LIGHT,NORMAL
981,982,jvn-10pp,JVN-10P,JVN,30,LIGHT,NORMAL
982,983,vt-5sp,VT-5S,VL,40,MEDIUM,NORMAL
983,984,dv-6mrp,DV-6MR,DV,55,MEDIUM,NORMAL
984,985,kto-19p,KTO-19,KTO,55,MEDIUM,NORMAL
985,986,chp-3np,CHP-3N,CHP,60,HEAVY,NORMAL
986,987,aws-8qp,AWS-8Q,AWS,80,ASSAULT,NORMAL
987,988,hgn-732bp,HGN-732B,HGN,90,ASSAULT,NORMAL
988,989,vtr-9bp,VTR-9B,VTR,80,ASSAULT,NORMAL
989,990,as7-d-dc-escort,AS7-D-DC,AS7,100,ASSAULT,NORMAL
990,991,bnc-3sp,BNC-3S,BNC,95,ASSAULT,NORMAL
991,992,hct-7rp,HCT-7R,HCT,45,MEDIUM,NORMAL
992,993,osr-4dp,OSR-4D,OSR,30,LIGHT,NORMAL
993,994,fle-20p,FLE-20,FLE,20,LIGHT,NORMAL
994,995,vnd-1xp,VND-1X,VND,45,MEDIUM,NORMAL
995,996,jr7-d-founder,JR7-D,JR7,35,LIGHT,NORMAL
996,997,cplt-c1-founder,CPLT-C1,CPLT,65,HEAVY,NORMAL
997,998,hbk-4g-founder,HBK-4G,HBK,50,MEDIUM,NORMAL
998,999,as7-d-founder,AS7-D,AS7,100,ASSAULT,NORMAL
999,3601,zeu-9sp,ZEU-9S,ZEU,80,ASSAULT,NORMAL
1000,3602,nsr-10pp,NSR-10P,NSR,95,ASSAULT,NORMAL
1001,3603,cgr-3kp,CGR-3K,CGR,80,ASSAULT,NORMAL
1002,3604,htm-27wp,HTM-27W,HTM,80,ASSAULT,NORMAL
1003,3605,mcii-mwklgd,MCII-MWK,MCII,90,ASSAULT,LGD
1004,3606,mad-iic-dnlgd,MAD-IIC-DN,MAD-IIC,85,ASSAULT,LGD
1005,3607,shd-slgd,SHD-S,SHD,55,MEDIUM,LGD
1006,3608,cp-arlgd,CP-AR,CP,90,ASSAULT,LGD
1007,3609,snv-srlgd,SNV-SR,SNV,90,ASSAULT,LGD
1008,3610,qkd-dlgd,QKD-D,QKD,60,HEAVY,LGD
1009,3611,tbr-hlgd,TBR-H,TBR,75,HEAVY,LGD
1010,3612,anh-gzlgd,ANH-GZ,ANH-C,100,ASSAULT,LGD
1011,3613,anh-sclgd,ANH-SC,ANH,100,ASSAULT,LGD
1012,3614,sr-1,SR-1,SR,100,ASSAULT,NORMAL
1013,3615,sr-2,SR-2,SR,100,ASSAULT,NORMAL
1014,3616,sr-3,SR-3,SR,100,ASSAULT,NORMAL
1015,3617,sr-4,SR-4,SR,100,ASSAULT,NORMAL
1016,3618,sr-6,SR-6,SR,100,ASSAULT,NORMAL
1017,3619,sr-7,SR-7,SR,100,ASSAULT,NORMAL
1018,3620,sr-k,SR-K,SR,100,ASSAULT,HERO
1019,3621,sr-6s,SR-6,SR,100,ASSAULT,NORMAL
1020,3622,vpr-dilgd,VPR-SCS,VPR,40,MEDIUM,LGD
1021,3623,tbr-scs,TBR-S,TBR,75,HEAVY,NORMAL
1022,3624,exe-mtsp,EXE-M,EXE,95,ASSAULT,NORMAL
1023,3625,stk-wulgd,STK-WU,STK,85,ASSAULT,LGD
1024,3626,as7-wlgd,AS7-W,AS7,100,ASSAULT,LGD
1025,3627,um-iiclgd,UM-IIC,UM-IIC,30,LIGHT,LGD
1026,3628,um-iic-2lgd,UM-IIC-2,UM-IIC,30,LIGHT,LGD
1027,3629,fs9-at,FS9-A,FS9,35,LIGHT,TRIAL
1028,3630,jvn-10pt,JVN-10P,JVN,30,LIGHT,TRIAL
1029,3631,inc-1t,INC-1,INC,30,LIGHT,TRIAL
1030,3632,mlx-gt,MLX-G,MLX,25,LIGHT,TRIAL
1031,3633,bsw-p2t,BSW-P2,BSW,55,MEDIUM,TRIAL
1032,3634,wvr-7dt,WVR-7D,WVR,55,MEDIUM,TRIAL
1033,3635,hmn-bt,HMN-B,HMN,50,MEDIUM,TRIAL
1034,3636,hbk-iic-at,HBK-IIC-A,HBK-IIC,50,MEDIUM,TRIAL
1035,3637,whm-7st,WHM-7S,WHM,70,HEAVY,TRIAL
1036,3638,tdr-9st,TDR-9S,TDR,65,HEAVY,TRIAL
1037,3639,rfl-iic-2t,RFL-IIC-2,RFL-IIC,65,HEAVY,TRIAL
1038,3640,ntg-ht,NTG-H,NTG,75,HEAVY,TRIAL
1039,3641,stk-4nt,STK-4N,STK,85,ASSAULT,TRIAL
1040,3642,fnr-5t,FNR-5,FNR,100,ASSAULT,TRIAL
1041,3643,mcii-2t,MCII-2,MCII,90,ASSAULT,TRIAL
1042,3644,dwf-bt,DWF-B,DWF,100,ASSAULT,TRIAL
1043,3645,fnr-j,FNR-J,FNR,100,ASSAULT,LGD
1044,3646,mcii-mwk,MCII-MWK,MCII,90,ASSAULT,LGD
1045,3647,lgb-10c,LGB-10C,LGB,85,ASSAULT,NORMAL
1046,3648,lgb-12rs,LGB-12R,LGB,85,ASSAULT,NORMAL
1047,3649,lgb-10k,LGB-10K,LGB,85,ASSAULT,NORMAL
1048,3650,lgb-12c,LGB-12C,LGB,85,ASSAULT,NORMAL
1049,3651,lgb-12r,LGB-12R,LGB,85,ASSAULT,NORMAL
1050,3652,lgb-7v,LGB-7V,LGB,85,ASSAULT,NORMAL
1051,3653,lgb-13nais,LGB-13NAIS,LGB,85,ASSAULT,NORMAL
1052,3654,lgb-oc,LGB-OC,LGB,85,ASSAULT,HERO
1053,3655,vgl-gwlgd,VGL-GW,VGL,55,MEDIUM,LGD
1054,3656,mad-blgd,MAD-B,MAD,75,HEAVY,LGD
1055,3657,shd-s,SHD-S,SHD,55,MEDIUM,LGD
1056,3658,mad-iic-dn,MAD-IIC-DN,MAD-IIC,85,ASSAULT,LGD
1057,3659,adr-wl,ADR-W,ADR,35,LIGHT,NORMAL
1058,3660,ifr-jl,IFR-J,IFR,45,MEDIUM,NORMAL
1059,3661,um-rl,UM-R,UM,30,LIGHT,NORMAL
1060,3662,jr7-al,JR7-A,JR7,35,LIGHT,NORMAL
1061,3663,jm6-del,JM6-DE,JM6,65,HEAVY,NORMAL
1062,3664,wlf-cl,WLF-C,WLF-C,35,LIGHT,NORMAL
1063,3665,cn9-onlgd,CN9-ON,CN9,50,MEDIUM,LGD
1064,3666,sr-1p,SR-1,SR,100,ASSAULT,NORMAL
1065,3667,pir-dl,PIR-D,PIR,20,LIGHT,NORMAL
1066,3668,cp-ar,CP-AR,CP,90,ASSAULT,LGD
1067,3669,snv-sr,SNV-SR,SNV,90,ASSAULT,LGD
1068,3670,sr-aklgd,SR-AK,SR,100,ASSAULT,LGD
1069,3671,com-d03h,COM-D03,COM,25,LIGHT,NORMAL
1070,3672,lgb-ohlgd,LGB-OH,LGB,85,ASSAULT,LGD
1071,3673,whm-6rh,WHM-6R,WHM,70,HEAVY,NORMAL
1072,3674,qkd-d,QKD-D,QKD,60,HEAVY,LGD
1073,3675,tbr-h,TBR-H,TBR,75,HEAVY,LGD
1074,3676,vtr-9b-lilgd,VTR-9B,VTR,80,ASSAULT,LGD
1075,3677,exe-b-clgd,EXE-B,EXE,95,ASSAULT,LGD
1076,3678,anh-gz,ANH-GZ,ANH-C,100,ASSAULT,LGD
1077,3679,anh-sc,ANH-SC,ANH,100,ASSAULT,LGD
1078,3680,exe-m,EXE-M,EXE,95,ASSAULT,NORMAL
1079,3681,bl-x-knt-2lgd,BL-X-KNT-2,BL-KNT,75,HEAVY,LGD
1080,3682,whk-klgd,WHK-K,WHK,85,ASSAULT,LGD
1081,3683,vpr-sc,VPR-SCS,VPR,40,MEDIUM,LGD
1082,3684,stk-wu,STK-WU,STK,85,ASSAULT,NORMAL
1083,3685,bhku-os,BHKU-OS,BHKU,60,HEAVY,NORMAL
1084,3686,bhku-o,BHKU-O,BHKU,60,HEAVY,NORMAL
1085,3687,bhku-ox,BHKU-OX,BHKU,60,HEAVY,NORMAL
1086,3688,bhku-oxs,BHKU-OXS,BHKU,60,HEAVY,NORMAL
1087,3689,drg-1no,DRG-1N,DRG,60,HEAVY,NORMAL
1088,3690,cplt-k2o,CPLT-K2,CPLT,65,HEAVY,NORMAL
1089,3691,cgr-3ko,CGR-3K,CGR,80,ASSAULT,NORMAL
1090,3692,htm-28tro,HTM-28TR,HTM,80,ASSAULT,NORMAL
1091,3693,blr-2co,BLR-2C,BLR,85,ASSAULT,NORMAL
1092,3694,mal-1po,MAL-1P,MAL,90,ASSAULT,NORMAL
1093,3695,tdr-9ss,TDR-9SS,TDR,65,HEAVY,NORMAL
1094,3696,as7-w,AS7-W,AS7,100,ASSAULT,LGD
1095,3697,um-iic,UM-IIC,UM-IIC,30,LIGHT,LGD
1096,3698,um-iic-2,UM-IIC-2,UM-IIC,30,LIGHT,LGD
1097,3699,vgl-gw,VGL-GW,VGL,55,MEDIUM,LGD
1098,3700,mad-b,MAD-B,MAD,70,HEAVY,LGD
1099,3701,ebj-bs,EBJ-B,EBJ,65,HEAVY,NORMAL
1100,3702,bsk-1,BSK-1,BSK,95,ASSAULT,NORMAL
1101,3703,bsk-2,BSK-2,BSK,95,ASSAULT,NORMAL
1102,3704,bsk-2s,BSK-2S,BSK,95,ASSAULT,NORMAL
1103,3705,bsk-3,BSK-3,BSK,95,ASSAULT,NORMAL
1104,3706,bsk-4,BSK-4,BSK-C,95,ASSAULT,NORMAL
1105,3707,bsk-5,BSK-5,BSK,95,ASSAULT,NORMAL
1106,3708,bsk-6,BSK-6,BSK,95,ASSAULT,NORMAL
1107,3709,bsk-m,BSK-M,BSK,95,ASSAULT,HERO
1108,3710,cn9-on,CN9-ON,CN9,50,MEDIUM,LGD
1109,3711,adr-w,ADR-W,ADR,35,LIGHT,NORMAL
1110,3712,ifr-j,IFR-J,IFR,45,MEDIUM,NORMAL
1111,3713,um-r,UM-R,UM,30,LIGHT,NORMAL
1112,3714,jr7-a,JR7-A,JR7,35,LIGHT,NORMAL
1113,3715,jm6-de,JM6-DE,JM6,65,HEAVY,NORMAL
1114,3716,wlf-c,WLF-C,WLF-C,35,LIGHT,NORMAL
1115,3717,pir-d,PIR-D,PIR,20,LIGHT,NORMAL
1116,3718,com-d03,COM-D03,COM,25,LIGHT,NORMAL
1117,3719,cplt-fblgd,CPLT-FB,CPLT,65,HEAVY,LGD
1118,3720,bhn-6hlgd,BHN-6H,BHN,100,ASSAULT,LGD
1119,3721,sr-ak,SR-AK,SR,100,ASSAULT,LGD
1120,3722,lgb-oh,LGB-OH,LGB,85,ASSAULT,LGD
1121,3723,vtr-9b-li,VTR-9B-LI,VTR,80,ASSAULT,LGD
1122,3724,exe-b-c,EXE-B-C,EXE,95,ASSAULT,LGD
1123,3725,as7-mtsp,AS7-M,AS7,100,ASSAULT,NORMAL
1124,3726,zeu-mtsp,ZEU-M,ZEU,80,ASSAULT,NORMAL
1125,3727,cda-mtsp,CDA-M,CDA,40,MEDIUM,NORMAL
1126,3728,kgc-algd,KGC-A,KGC,100,ASSAULT,LGD
1127,3731,pxh-s(lgd),PXH-S,PXH,45,MEDIUM,LGD
1128,3732,chp-ap(lgd),CHP-AP,CHP,60,HEAVY,LGD
1129,3729,bl-x-knt-2,BL-X-KNT-2,BL-KNT,75,HEAVY,LGD
1130,3730,whk-k,WHK-K,WHK,85,ASSAULT,LGD
